certificates,company,description,direct_placement,eeo,eeo_settings,end_date,end_date_readable,end_date_str,experience,facilities,healthcare_data,job_id,job_udfs,licenses,location,main_location,other_locations,page_number,pay_frequency,pay_rate,position_type,post_date,post_date_readable,post_date_str,primary_recruiter_email,primary_recruiter_name,primary_recruiter_phone,ref_no,request_type,scraped_at,screening_enabled,screenings,source_company,source_url,source_url_base,start_date,start_date_readable,start_date_str,title,working_remote
{},,8s,0,{},{},0,,,,[],{},31025183,[],{},"Winona Lake, IN",,[],,,,,1756151452000,2025-08-25 15:50:52,,,,,25-37372,getmore,113439.616028083,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=181&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756151449000,2025-08-25 15:50:49,,LPN 8hr 3rd shift 11p-730a 40hr GTE....,
{},,8s,0,{},{},0,,,,[],{},31025179,[],{},"Hot Springs, SD",,[],,,,,1756151451000,2025-08-25 15:50:51,,,,,25-37368,getmore,113439.616057,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=181&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756151449000,2025-08-25 15:50:49,,CNA - LTC - Seven Sisters Living Center,
{},,12s,0,{},{},0,,,,[],{},31025176,[],{},"Wray, CO",,[],,,,,1756151451000,2025-08-25 15:50:51,,,,,25-37365,getmore,113439.616087541,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=181&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756151449000,2025-08-25 15:50:49,,CNAs Needed,
{},,8s; 12s,0,{},{},0,,,,[],{},31025177,[],{},"Wray, CO",,[],,,,,1756151451000,2025-08-25 15:50:51,,,,,25-37366,getmore,113439.616117583,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=181&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756151449000,2025-08-25 15:50:49,,LPN - Evenings/Nights,
{},,8s; 12s,0,{},{},0,,,,[],{},31025178,[],{},"Hot Springs, SD",,[],,,,,1756151451000,2025-08-25 15:50:51,,,,,25-37367,getmore,113439.616146375,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=181&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756151449000,2025-08-25 15:50:49,,LPN - Flexible on all shifts,
{},,12s,0,{},{},0,,,,[],{},31025171,[],{},"Ainsworth, NE",,[],,,,,1756151450000,2025-08-25 15:50:50,,,,,25-37361,getmore,113439.616177583,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=181&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756151449000,2025-08-25 15:50:49,,(1) RN - Nights - 12s - Conemp2 - Quick Start!,
{},,8s,0,{},{},0,,,,[],{},31025175,[],{},"Florence, SC",,[],,,,,1756151450000,2025-08-25 15:50:50,,,,,25-37364,getmore,113439.6162075,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=181&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756151449000,2025-08-25 15:50:49,,"PT - Florence, SC - Southland Health Care Center",
{},,8s,0,{},{},0,,,,[],{},31025173,[],{},"Florence, SC",,[],,,,,1756151450000,2025-08-25 15:50:50,,,,,25-37363,getmore,113439.616235958,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=181&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756151449000,2025-08-25 15:50:49,,Occupational Therapist Assistant - Southland Health Care Center,
{},,8s,0,{},{},0,,,,[],{},31025172,[],{},"Florence, SC",,[],,,,,1756151450000,2025-08-25 15:50:50,,,,,25-37362,getmore,113439.616264416,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=181&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756151449000,2025-08-25 15:50:49,,"OT - Florence, SC - Southland Health Care Center",
{},Confidential,Now Hiring &ndash; Certified Occupational Therapist Assistant- Urgent Need!       	Start Date: ASAP  	Length of Contract: 13 weeks Contract  	Setting: Skilled Nursing Facility  	Beds: 263  	EMR: NetHealth  	Productivity Level: 90%  	Patient Type: Adult and Geriatric Patients  	Shift: Days  	Hours: 40 hours per week  	Number of Patients per day: 8-12       Required Documents       	Updated Resume  ...,0,{},{},0,,,,[],{},31007929,[],{},"Alameda, CA",,[],,,,,1755796875000,2025-08-21 13:21:15,,,,,25-37113,getmore,113439.616311625,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=181&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756699200000,2025-09-01 00:00:00,,Certified Occupational Therapist Assistant,
{},Confidential,"Job Title:  Senior Mobile Developer &#8211; Native iOS     Location:  San Antonio, TX (Onsite)     Experience:  10+ Years     Start Date:  Immediate Joiners Preferred         Job Summary     We are seeking a highly experienced Senior Mobile Developer with strong expertise in Native iOS development. The candidate should have 10+ years of mobile development experience, up-to-date knowledge of the iO...",0,{},{},0,,,,[],{},31001180,[],{},"San Antonio, TX",,[],,,,,1755712737000,2025-08-20 13:58:57,,,,,25-37066,getmore,113445.704276208,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1755662400000,2025-08-20 00:00:00,,Senior Mobile Developer – Native  iOS,
{},Confidential,"At TheraEx we strive to be the ONE STOP SHOP for our Providers and Clinicians. We bring the  &quot;Mom and Pop &quot; culture to our staff to ensure they feel that they are receiving the best partnership. Now a days, it is hard to find honesty and transparency, and that is exactly what we bring to the table. From helping you finding your next assignment to simplifying the onboarding process, our t...",0,{},{},0,,,,[],{},30969784,[],{},"St Astoria, OR",,[],,,,,1755194459000,2025-08-14 14:00:59,,,,,25-36500,getmore,113445.704388375,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1755144000000,2025-08-14 00:00:00,,Physical Therapist,
{},Confidential,"At TheraEx we strive to be the ONE STOP SHOP for our Providers and Clinicians. We bring the &quot;Mom and Pop&quot; culture to our staff to ensure they feel that they are receiving the best partnership. Now a days, it is hard to find honesty and transparency, and that is exactly what we bring to the table. From helping you finding your next assignment to simplifying the onboarding process, our tea...",0,{},{},0,,,,[],{},30969749,[],{},"Des Moines, WA",,[],,,,,1755194313000,2025-08-14 13:58:33,,,,,25-36499,getmore,113445.704424083,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1755144000000,2025-08-14 00:00:00,,Physical Therapist,
{},Confidential,"At TheraEx we strive to be the ONE STOP SHOP for our Providers and Clinicians. We bring the &quot;Mom and Pop&quot; culture to our staff to ensure they feel that they are receiving the best partnership. Now a days, it is hard to find honesty and transparency, and that is exactly what we bring to the table. From helping you finding your next assignment to simplifying the onboarding process, our tea...",0,{},{},0,,,,[],{},30969654,[],{},"Medford, OR",,[],,,,,1755193520000,2025-08-14 13:45:20,,,,,25-36498,getmore,113445.7044545,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756094400000,2025-08-25 00:00:00,,Physical Therapist,
{},Confidential,"Position:  Senior Software QA Analyst (Playwright)   Location:2100 3rd Avenue, Anoka, Minnesota 55303   Duration: Contract to hire      Job description:   The client is seeking a Senior Software Quality Assurance Analyst who has experience with organizational modernization initiatives.  This position is responsible for being the key resource in leading QA and Test execution and optimization across...",0,{},{},0,,,,[],{},30954565,[],{},"Anoka, MN",,[],,,,,1755026269000,2025-08-12 15:17:49,,,,,25-36304,getmore,113445.704486291,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1754971200000,2025-08-12 00:00:00,,Senior Software QA Analyst (Playwright),
{},Confidential,"Job Title: Audio Visual Specialist        Location: Onsite ( 15407 McGinty Rd West, Wayzata, MN 55391)     Department: IT / AV Support     Employment Type: Contract to Hire        Job Summary       We are looking for a  skilled and detail-oriented Audio Visual Specialist to manage and support our video conferencing platforms, AV equipment, and virtual collaboration systems. This role is critical i...",0,{},{},0,,,,[],{},30925068,[],{},"Wayzata, MN",,[],,,,,1754574567000,2025-08-07 09:49:27,,,,,25-35902,getmore,113445.704516916,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1754539200000,2025-08-07 00:00:00,,Audio Visual Specialist,
{},Confidential,"Job Title: Video Conference Support Engineer    Location: 15407 McGinty Rd West, Wayzata, MN 55391   Employment Type: Contract to Hire    About the Role    We are seeking an experienced Video Conference Support Engineer to join our global AV/Video Conferencing support team. This role will be responsible for designing, implementing, maintaining, and supporting enterprise-grade video conferencing so...",0,{},{},0,,,,[],{},30925051,[],{},"Wayzata, MN",,[],,,,,1754574376000,2025-08-07 09:46:16,,,,,25-35901,getmore,113445.704581416,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1754539200000,2025-08-07 00:00:00,,Video Conference Support Engineer,
{},Confidential,"Job Title: Senior RPA Developer (UiPath)   Location: 47 Trinity Ave SW, Atlanta, GA 30334   Work Arrangement: Remote (Local to Atlanta preferred for in-person meetings as needed)   Start Date: 09/01/2025   End Date: 06/30/2026   Interview Type: Web Cam Only   Hours: 8 hours/day, 5 days/week    Job Description:   We are seeking an experienced and dynamic Senior RPA Developer / Technical Lead to joi...",0,{},{},1782792000000,2026-06-30 00:00:00,,,[],{},30910701,[],{},"Atlanta, GA",,[],,,,,1754413401000,2025-08-05 13:03:21,,,,,25-35730,getmore,113445.704612875,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756699200000,2025-09-01 00:00:00,,Senior RPA Developer (UiPath),
{},Confidential,"Job Title: Kofax Imaging Developer 2   Location: 223 Courtland Street, Atlanta, GA 30303   Work Arrangement: Onsite (Local Metro Atlanta candidates only)   Start Date: 09/15/2025   End Date: 06/30/2026  Job Description:   We are seeking a highly experienced Kofax Imaging Developer to support the implementation and maintenance of document management and imaging solutions. The ideal candidate will h...",0,{},{},1782792000000,2026-06-30 00:00:00,,,[],{},30910663,[],{},"Atlanta, GA",,[],,,,,1754413114000,2025-08-05 12:58:34,,,,,25-35729,getmore,113445.704655166,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1757908800000,2025-09-15 00:00:00,,Kofax Imaging Developer 2,
{},Confidential,"Job Title: AV Support Technician (On-Site)   Location: 15407 McGinty Rd W, Wayzata, MN 55391   Schedule: Mon&ndash;Fri, 8:00 AM &ndash; 5:00 PM   Start Date: ASAP   Duration: 1 year (with possible extension)      Job Description:      Seeking an AV &amp; IT Support Technician to provide on-site desktop support and assist with audio/visual systems for meetings and events. Responsibilities include h...",0,{},{},0,,,,[],{},30905095,[],{},"Wayzata, MN",,[],,,,,1754338854000,2025-08-04 16:20:54,,,,,25-35660,getmore,113445.704697875,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1754280000000,2025-08-04 00:00:00,,AV Support Technician,
{},Confidential,"Job title: Desktop Support Technician   Address:  Wayzata, MN 55391   Work Shift: Monday to Friday 8:00 to 17:00   Start Date: ASAP   Duration: 1 year (possibility to extend)      Activities Description:    	IT Support on site, configuration or installation of computers, printers, peripherals.  	&quot;Smart Hands&rdquo; support Network infrastructure, along with remote network administrators.  	Ti...",0,{},{},0,,,,[],{},30871176,[],{},"Wayzata, MN",,[],,,,,1753882902000,2025-07-30 09:41:42,,,,,25-35233,getmore,113445.704725416,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1753848000000,2025-07-30 00:00:00,,Desktop Support Technician,
{},Confidential,"Job Title: Data Network Engineer (Hybrid)   Start Date: August 25, 2025   End Date: June 30, 2026   Work Arrangement: Hybrid (On-site required Tuesday&ndash;Thursday)   Location:  Atlanta, Georgia 30334   Job Summary:   Under general supervision, the Data Network Engineer will support client data modernization initiatives. This role combines technical expertise in data engineering with hands-on ex...",0,{},{},1782792000000,2026-06-30 00:00:00,,,[],{},30849850,[],{},"Atlanta, GA",,[],,,,,1753729918000,2025-07-28 15:11:58,,,,,25-34795,getmore,113445.704754458,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1756094400000,2025-08-25 00:00:00,,Data Network Engineer,
{},Confidential,"Title/Role: Compliance Officer   Location:Tallahassee, FL 32399/ Orlando, FL  32801(Onsite)   Duration: 4 months (08/15/2025 &ndash; 12/31/2025)   Responsibilities:    	Contact complainants to discuss and analyze complaints based on Florida statutes.  	Communicate case status, provide resources/referrals, and issue written correspondence.  	Close cases using Versa and document actions in OnBase.  ...",0,{},{},1767157200000,2025-12-31 00:00:00,,,[],{},30834917,[],{},FL,,[],,,,,1753458745000,2025-07-25 11:52:25,,,,,25-34288,getmore,113445.704792875,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1755230400000,2025-08-15 00:00:00,,Compliance Officer,
{},Confidential,"Job description   Job Title: Certified Guidewire Developer (Configuration or Integration)   Location: Remote (U.S.-based only)   Experience: 4&ndash;5 Years      Job Summary:   We are seeking a Certified Guidewire Developer with 4&ndash;5 years of hands-on experience in either Configuration or Integration, working with PolicyCenter, BillingCenter, or ClaimCenter. Candidates with strong skills in o...",0,{},{},0,,,,[],{},30727687,[],{},,,[],,,,,1753199460000,2025-07-22 11:51:00,,,,,25-00143,getmore,113445.704831541,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1753156800000,2025-07-22 00:00:00,,Certified Guidewire Developer,
{},Confidential,"Job Title:  Security Compliance Project Manager   Location: 47 Trinity Ave SW, Atlanta, GA 30334      The IT Project Manager will provide project management support to Client Security Team, focusing on security audits. The position is accountable to the Project Management Officer, Client Security Officer, and the supported system business owners.        	Provide project management consultation to ...",0,{},{},0,,,,[],{},30727641,[],{},"Atlanta, GA",,[],,,,,1753199172000,2025-07-22 11:46:12,,,,,25-00142,getmore,113445.7048605,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1753156800000,2025-07-22 00:00:00,,Security Compliance Project Manager,
{},Confidential,"Job title: Data Scientist   Location: 47 Trinity Ave SW, Atlanta, GA 30334 (Hybrid)   Interview: Webcam Interview Only      In this role, you will analyze large and/or complex datasets, develop predictive models, and derive actionable insights that drive key business decisions.      We are seeking a highly analytical and detail-oriented Data Scientist with experience in Risk and Fraud analytics to...",0,{},{},1782792000000,2026-06-30 00:00:00,,,[],{},30727603,[],{},"Atlanta, GA",,[],,,,,1753198955000,2025-07-22 11:42:35,,,,,25-00141,getmore,113445.704887958,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1755489600000,2025-08-18 00:00:00,,Data Scientist,
{},Confidential,"Job Role: Talent Acquisition / Human Resources Specialist   Location: Great Bend Campus - The University of Kansas Health Systems   Length (In Weeks): 13   Shift Length: 8   Start Date: 07/27/2025   End Date: 10/26/2025   City, State: Great Bend / KS   Notes:Location: Great Bend, KS needs to be able to work on site, this is NOT a remote position   Start Date: ASAP   Scheduled details (Hours, Shift...",0,{},{},1761451200000,2025-10-26 00:00:00,,,[],{},30688448,[],{},"Great Bend, KS",,[],,,,,1752681540000,2025-07-16 11:59:00,,,,,25-00140,getmore,113445.704928291,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1753588800000,2025-07-27 00:00:00,,Talent Acquisition / Human Resources Specialist,
{},Confidential,"Job Title:  Application Development Senior Advisor     Location:  Morris Plains, NJ (Local or nearby candidates preferred)     Job Type:  Full-Time | W2 or C2C     Job Summary:     We are seeking an experienced  Application Development Senior Advisor  with expertise in  Pega  and  Java  to lead the design and implementation of complex enterprise systems. This role requires a strong technical backg...",0,{},{},0,,,,[],{},30650531,[],{},"Morris Plains, NJ",,[],,,,,1752101643000,2025-07-09 18:54:03,,,,,25-00139,getmore,113445.704966333,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1752033600000,2025-07-09 00:00:00,,Senior Pega Developer / Architect,
{},Confidential,"Duties:  			  			&quot;In our organization, these professionals are placed in the position of Mental Health Coordinator to plan and provide clinical mental health services of a non-medical nature in the facility.    			The successful candidate should be able to perform ALL of the following functions at a pace and level of performance consistent with the actual job performance requirements.&quot;  ...",0,{},{},1761364800000,2025-10-25 00:00:00,,,[],{},30650509,[],{},"Leavenworth, KS",,[],,,,,1752101304000,2025-07-09 18:48:24,,,,,25-00138,getmore,113445.704994791,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1753675200000,2025-07-28 00:00:00,,"Mental Health Coordinator - LPC, LCSW, LMFT",
{},Confidential,"Duties:  			  			The Registered Nurse (RN) plans and provides comprehensive nursing care including, but not limited to, executing Licensed Independent Provider&#39;s orders, dispensing and administering medications, and assisting Licensed Independent Provider in examinations and treatment of patients. Applies nursing and supervisory techniques required in the care, treatment and referrals of inmat...",0,{},{},1760155200000,2025-10-11 00:00:00,,,[],{},30644482,[],{},"California City, CA",,[],,,,,1752072473000,2025-07-09 10:47:53,,,,,25-00137,getmore,113445.7050315,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=201&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1752465600000,2025-07-14 00:00:00,,Registered Nurse (RN),
{},Confidential,"Duties:  			  			The Registered Nurse (RN) plans and provides comprehensive nursing care including, but not limited to, executing Licensed Independent Provider&#39;s orders, dispensing and administering medications, and assisting Licensed Independent Provider in examinations and treatment of patients. Applies nursing and supervisory techniques required in the care, treatment and referrals of inmat...",0,{},{},1760155200000,2025-10-11 00:00:00,,,[],{},30644304,[],{},"California City, CA",,[],,,,,1752072023000,2025-07-09 10:40:23,,,,,25-00136,getmore,113451.764269375,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=221&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1752465600000,2025-07-14 00:00:00,,Registered Nurse (RN),
{},Confidential,"Title/Role: Database Developer   Location: Atlanta, GA 30334 (Only Local GA candidate)   Work Mode: Hybrid      Complete Job Description    	Collaborate with internal customers, prospects, and stakeholders to understand and translate business use cases and/or requirements into data analysis and mapping.  	Develop data integration routines for moving, cleansing, and transforming large volumes of da...",0,{},{},1782792000000,2026-06-30 00:00:00,,,[],{},30635710,[],{},"Atlanta, GA",,[],,,,,1751985261000,2025-07-08 10:34:21,,,,,25-00135,getmore,113451.764398375,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=221&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1752465600000,2025-07-14 00:00:00,,Database Developer,
{},Confidential,"Job Title: Microsoft Purview Specialist (Remote &ndash; Contract)   We are seeking a Microsoft Purview Specialist to support the execution of an enterprise-level data governance strategy. This contract role focuses on implementing and managing Microsoft Purview tools to enable data cataloging, classification, compliance, and protection across Microsoft 365 and Azure environments.      Responsibili...",0,{},{},0,,,,[],{},30599060,[],{},,,[],,,,,1751398464000,2025-07-01 15:34:24,,,,,25-00134,getmore,113451.764444875,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=221&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1751342400000,2025-07-01 00:00:00,,Microsoft Purview Specialist,
{},Confidential,"Role Overview:   Job Title: SDET (Automation Engineer - Selenium)   Duration: 12 months (possible extension)   Location: 100% Remote   Visa Requirement: U.S. Citizen only   Must-Have Skills:    	Strong hands-on experience with Selenium WebDriver  	Proficiency in Java or Python for automation scripting  	Experience with SDLC, TALC, and Agile/Scrum environments  	Familiarity with CI/CD tools (Jenkin...",0,{},{},0,,,,[],{},30598994,[],{},,,[],,,,,1751398177000,2025-07-01 15:29:37,,,,,25-00133,getmore,113451.764476958,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=221&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1751342400000,2025-07-01 00:00:00,,SDET (Automation Engineer - Selenium),
{},Confidential,"Job Title:  Industrial Maintenance Technician (HVAC/Boiler/Production Equipment)     Location:  Chaska, MN, 55318     Type:  Full-time     Shift:  Mon - Fri, Night Shift     Position Overview:     We're looking for a skilled technician to support maintenance and repair of production and facility systems, including  HVAC, boilers, extrusion equipment , and more. The role requires experience in trou...",0,{},{},0,,,,[],{},30592225,[],{},"Chaska, MN",,[],,,,,1751318822000,2025-06-30 17:27:02,,,,,25-00132,getmore,113451.764506333,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=221&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1751256000000,2025-06-30 00:00:00,,Maintenance Technician,
{},Confidential,"Job Description   Client provides accounting and financial reporting expertise for the State and is statutorily responsible for statewide financial reporting. The Client also provides enterprise oversight and management of the State&#39;s Enterprise Resource Planning (ERP) system, accounting policy development, financial business process improvement recommendations, and management of the payroll a...",0,{},{},1782792000000,2026-06-30 00:00:00,,,[],{},30592190,[],{},"Atlanta, GA",,[],,,,,1751318504000,2025-06-30 17:21:44,,,,,25-00131,getmore,113451.764536041,False,[],Aloden LLC,https://ws.jobdiva.com/candPortal/rest/job/getmore?from=221&to=0&count=20&portaltype=1,https://www1.jobdiva.com/portal/?a=1tjdnwlj4hh2toxd0s7w60rx4uomoo0addgadx1d611tgt2yiouy4udiser5hj2g&compid=-1#/,1754280000000,2025-08-04 00:00:00,,Workday Security Administrator,
